teks,label,remove_user,clean_tweet,Tokenizing,tweet_tokens_fdist,tweet_tokens_WSW,Normalisasi,tweet
malam ini dingin banget bestie dari pada kedinginan kita membahas bri lagi yuk mari kita bahas mengenai indeks bisa,negatif,malam ini dingin banget bestie dari pada kedinginan kita membahas bri lagi yuk mari kita bahas mengenai indeks bisa,malam ini dingin banget bestie dari pada kedinginan kita membahas bri lagi yuk mari kita bahas mengenai indeks bisa,"['malam', 'ini', 'dingin', 'banget', 'bestie', 'dari', 'pada', 'kedinginan', 'kita', 'membahas', 'bri', 'lagi', 'yuk', 'mari', 'kita', 'bahas', 'mengenai', 'indeks', 'bisa']",<FreqDist with 18 samples and 19 outcomes>,"['malam', 'dingin', 'banget', 'bestie', 'kedinginan', 'membahas', 'bri', 'mari', 'bahas', 'indeks']","['malam', 'dingin', 'banget', 'bestie', 'kedinginan', 'membahas', 'bri', 'mari', 'bahas', 'indeks']","['malam', 'dingin', 'banget', 'bestie', 'dingin', 'bahas', 'bri', 'mari', 'bahas', 'indeks']"
pm dan team kementerian je mtg blh je jalan keje ini tidaktubuh jk jihad inflasi kono,negatif,pm dan team kementerian je mtg blh je jalan keje ini tidaktubuh jk jihad inflasi kono,pm dan team kementerian je mtg blh je jalan keje ini tidaktubuh jk jihad inflasi kono,"['pm', 'dan', 'team', 'kementerian', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'ini', 'tidaktubuh', 'jk', 'jihad', 'inflasi', 'kono']",<FreqDist with 15 samples and 16 outcomes>,"['pm', 'team', 'kementerian', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'tidaktubuh', 'jk', 'jihad', 'inflasi', 'kono']","['pm', 'team', 'kementerian', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'tidaktubuh', 'jk', 'jihad', 'inflasi', 'kono']","['pm', 'team', 'menteri', 'je', 'mtg', 'blh', 'je', 'jalan', 'keje', 'tidaktubuh', 'jk', 'jihad', 'inflasi', 'kono']"
indeks usd lapor inflasi lemah picu tembus ujung kisar,negatif,indeks usd lapor inflasi lemah picu tembus ujung kisar,indeks usd lapor inflasi lemah picu tembus ujung kisar,"['indeks', 'usd', 'lapor', 'inflasi', 'lemah', 'picu', 'tembus', 'ujung', 'kisar']",<FreqDist with 9 samples and 9 outcomes>,"['indeks', 'usd', 'lapor', 'inflasi', 'lemah', 'picu', 'tembus', 'ujung', 'kisar']","['indeks', 'usd', 'lapor', 'inflasi', 'lemah', 'picu', 'tembus', 'ujung', 'kisar']","['indeks', 'usd', 'lapor', 'inflasi', 'lemah', 'picu', 'tembus', 'ujung', 'kisar']"
dengan kpdnhep dengan team jihad inflasi apa dia orang buat goncang teloq apa info,negatif,dengan kpdnhep dengan team jihad inflasi apa dia orang buat goncang teloq apa info,dengan kpdnhep dengan team jihad inflasi apa dia orang buat goncang teloq apa info,"['dengan', 'kpdnhep', 'dengan', 'team', 'jihad', 'inflasi', 'apa', 'dia', 'orang', 'buat', 'goncang', 'teloq', 'apa', 'info']",<FreqDist with 12 samples and 14 outcomes>,"['kpdnhep', 'team', 'jihad', 'inflasi', 'orang', 'goncang', 'teloq', 'info']","['kpdnhep', 'team', 'jihad', 'inflasi', 'orang', 'goncang', 'teloq', 'info']","['kpdnhep', 'team', 'jihad', 'inflasi', 'orang', 'goncang', 'teloq', 'info']"
world economic forum bahas indonesia miskin ketidaksetaraan sosial banyak,negatif,world economic forum bahas indonesia miskin ketidaksetaraan sosial banyak,world economic forum bahas indonesia miskin ketidaksetaraan sosial banyak,"['world', 'economic', 'forum', 'bahas', 'indonesia', 'miskin', 'ketidaksetaraan', 'sosial', 'banyak']",<FreqDist with 9 samples and 9 outcomes>,"['world', 'economic', 'forum', 'bahas', 'indonesia', 'miskin', 'ketidaksetaraan', 'sosial']","['world', 'economic', 'forum', 'bahas', 'indonesia', 'miskin', 'ketidaksetaraan', 'sosial']","['world', 'economic', 'forum', 'bahas', 'indonesia', 'miskin', 'ketidaksetaraan', 'sosial']"
dagang kemarin ihsg tutup lemah level menteri uang rilis realisasi,negatif,dagang kemarin ihsg tutup lemah level menteri uang rilis realisasi,dagang kemarin ihsg tutup lemah level menteri uang rilis realisasi,"['dagang', 'kemarin', 'ihsg', 'tutup', 'lemah', 'level', 'menteri', 'uang', 'rilis', 'realisasi']",<FreqDist with 10 samples and 10 outcomes>,"['dagang', 'kemarin', 'ihsg', 'tutup', 'lemah', 'level', 'menteri', 'uang', 'rilis', 'realisasi']","['dagang', 'kemarin', 'ihsg', 'tutup', 'lemah', 'level', 'menteri', 'uang', 'rilis', 'realisasi']","['dagang', 'kemarin', 'ihsg', 'tutup', 'lemah', 'level', 'menteri', 'uang', 'rilis', 'realisasi']"
sektor umkm menunjukan adanya pertumbuhan bisnis yang optimistis di tengah tantangan laju kenaikan inflasi bri melihat peluang,negatif,sektor umkm menunjukan adanya pertumbuhan bisnis yang optimistis di tengah tantangan laju kenaikan inflasi bri melihat peluang,sektor umkm menunjukan adanya pertumbuhan bisnis yang optimistis di tengah tantangan laju kenaikan inflasi bri melihat peluang,"['sektor', 'umkm', 'menunjukan', 'adanya', 'pertumbuhan', 'bisnis', 'yang', 'optimistis', 'di', 'tengah', 'tantangan', 'laju', 'kenaikan', 'inflasi', 'bri', 'melihat', 'peluang']",<FreqDist with 17 samples and 17 outcomes>,"['sektor', 'umkm', 'menunjukan', 'pertumbuhan', 'bisnis', 'optimistis', 'tantangan', 'laju', 'kenaikan', 'inflasi', 'bri', 'peluang']","['sektor', 'umkm', 'menunjukan', 'pertumbuhan', 'bisnis', 'optimistis', 'tantangan', 'laju', 'kenaikan', 'inflasi', 'bri', 'peluang']","['sektor', 'umkm', 'tunjuk', 'tumbuh', 'bisnis', 'optimistis', 'tantang', 'laju', 'naik', 'inflasi', 'bri', 'peluang']"
lh yakali orang kaya gara apk inflasi indonesia,negatif,lh yakali orang kaya gara apk inflasi indonesia,lh yakali orang kaya gara apk inflasi indonesia,"['lh', 'yakali', 'orang', 'kaya', 'gara', 'apk', 'inflasi', 'indonesia']",<FreqDist with 8 samples and 8 outcomes>,"['yakali', 'orang', 'kaya', 'gara', 'apk', 'inflasi', 'indonesia']","['yakali', 'orang', 'kaya', 'gara', 'apk', 'inflasi', 'indonesia']","['yakali', 'orang', 'kaya', 'gara', 'apk', 'inflasi', 'indonesia']"
hadap ancam badai resesi global gejala rasa,negatif,hadap ancam badai resesi global gejala rasa,hadap ancam badai resesi global gejala rasa,"['hadap', 'ancam', 'badai', 'resesi', 'global', 'gejala', 'rasa']",<FreqDist with 7 samples and 7 outcomes>,"['hadap', 'ancam', 'badai', 'resesi', 'global', 'gejala']","['hadap', 'ancam', 'badai', 'resesi', 'global', 'gejala']","['hadap', 'ancam', 'badai', 'resesi', 'global', 'gejala']"
pelaku kebijakan dove prcy bhwa naikny inflasi tidak trlalu berpengaruh thdp khidupan masyarakat umum shingga mnaikkan suku bunga tidak dperlukan,negatif,pelaku kebijakan dove prcy bhwa naikny inflasi tidak trlalu berpengaruh thdp khidupan masyarakat umum shingga mnaikkan suku bunga tidak dperlukan,pelaku kebijakan dove prcy bhwa naikny inflasi tidak trlalu berpengaruh thdp khidupan masyarakat umum shingga mnaikkan suku bunga tidak dperlukan,"['pelaku', 'kebijakan', 'dove', 'prcy', 'bhwa', 'naikny', 'inflasi', 'tidak', 'trlalu', 'berpengaruh', 'thdp', 'khidupan', 'masyarakat', 'umum', 'shingga', 'mnaikkan', 'suku', 'bunga', 'tidak', 'dperlukan']",<FreqDist with 19 samples and 20 outcomes>,"['pelaku', 'kebijakan', 'dove', 'prcy', 'bhwa', 'naikny', 'inflasi', 'trlalu', 'berpengaruh', 'thdp', 'khidupan', 'masyarakat', 'shingga', 'mnaikkan', 'suku', 'bunga', 'dperlukan']","['pelaku', 'kebijakan', 'dove', 'percaya', 'bahwa', 'naik', 'inflasi', 'terlalu', 'berpengaruh', 'terhadap', 'kehidupan', 'masyarakat', 'shingga', 'naik', 'suku', 'bunga', 'dperlukan']","['laku', 'bijak', 'dove', 'percaya', 'bahwa', 'naik', 'inflasi', 'terlalu', 'pengaruh', 'hadap', 'hidup', 'masyarakat', 'shingga', 'naik', 'suku', 'bunga', 'dperlukan']"
berarti ga ada barang yang harganya seribu ribu sebegitu tinggi itukah inflasi di papua ya,negatif,berarti ga ada barang yang harganya seribu ribu sebegitu tinggi itukah inflasi di papua ya,berarti ga ada barang yang harganya seribu ribu sebegitu tinggi itukah inflasi di papua ya,"['berarti', 'ga', 'ada', 'barang', 'yang', 'harganya', 'seribu', 'ribu', 'sebegitu', 'tinggi', 'itukah', 'inflasi', 'di', 'papua', 'ya']",<FreqDist with 15 samples and 15 outcomes>,"['barang', 'harganya', 'seribu', 'ribu', 'inflasi', 'papua']","['barang', 'harganya', 'seribu', 'ribu', 'inflasi', 'papua']","['barang', 'harga', 'ribu', 'ribu', 'inflasi', 'papua']"
telur telur ayam kilo henggit dah harga makan lambung inflasi tinggi,negatif,telur telur ayam kilo henggit dah harga makan lambung inflasi tinggi,telur telur ayam kilo henggit dah harga makan lambung inflasi tinggi,"['telur', 'telur', 'ayam', 'kilo', 'henggit', 'dah', 'harga', 'makan', 'lambung', 'inflasi', 'tinggi']",<FreqDist with 10 samples and 11 outcomes>,"['telur', 'telur', 'ayam', 'kilo', 'henggit', 'harga', 'makan', 'lambung', 'inflasi']","['telur', 'telur', 'ayam', 'kilo', 'henggit', 'harga', 'makan', 'lambung', 'inflasi']","['telur', 'telur', 'ayam', 'kilo', 'henggit', 'harga', 'makan', 'lambung', 'inflasi']"
inflasi itu nyata,negatif,inflasi itu nyata,inflasi itu nyata,"['inflasi', 'itu', 'nyata']",<FreqDist with 3 samples and 3 outcomes>,"['inflasi', 'nyata']","['inflasi', 'nyata']","['inflasi', 'nyata']"
pengusaha berdalih fobia resesi pekerja amp buruh sdh tergencet inflasi oknum bnyk yg tajir melin,negatif,pengusaha berdalih fobia resesi pekerja amp buruh sdh tergencet inflasi oknum bnyk yg tajir melin,pengusaha berdalih fobia resesi pekerja amp buruh sdh tergencet inflasi oknum bnyk yg tajir melin,"['pengusaha', 'berdalih', 'fobia', 'resesi', 'pekerja', 'amp', 'buruh', 'sdh', 'tergencet', 'inflasi', 'oknum', 'bnyk', 'yg', 'tajir', 'melin']",<FreqDist with 15 samples and 15 outcomes>,"['pengusaha', 'berdalih', 'fobia', 'resesi', 'pekerja', 'buruh', 'tergencet', 'inflasi', 'oknum', 'bnyk', 'tajir', 'melin']","['pengusaha', 'berdalih', 'fobia', 'resesi', 'pekerja', 'buruh', 'tergencet', 'inflasi', 'oknum', 'bnyk', 'tajir', 'melin']","['usaha', 'dalih', 'fobia', 'resesi', 'kerja', 'buruh', 'gencet', 'inflasi', 'oknum', 'bnyk', 'tajir', 'lin']"
indonesia keren negara inflasi gak kendali indonesia inflasi terjaga fakta pertalite,negatif,indonesia keren negara inflasi gak kendali indonesia inflasi terjaga fakta pertalite,indonesia keren negara inflasi gak kendali indonesia inflasi terjaga fakta pertalite,"['indonesia', 'keren', 'negara', 'inflasi', 'gak', 'kendali', 'indonesia', 'inflasi', 'terjaga', 'fakta', 'pertalite']",<FreqDist with 9 samples and 11 outcomes>,"['indonesia', 'keren', 'negara', 'inflasi', 'kendali', 'indonesia', 'inflasi', 'terjaga', 'fakta', 'pertalite']","['indonesia', 'keren', 'negara', 'inflasi', 'kendali', 'indonesia', 'inflasi', 'terjaga', 'fakta', 'pertalite']","['indonesia', 'keren', 'negara', 'inflasi', 'kendali', 'indonesia', 'inflasi', 'jaga', 'fakta', 'pertalite']"
hai all kembali lagi bersama bri dengan judul bisnis umkm tetap tumbuh di tengah kenaikan inflasi wah ko bisa bisa dong  paparin ya biar kalian ga penasaran thread transformasi bri,negatif,hai all kembali lagi bersama bri dengan judul bisnis umkm tetap tumbuh di tengah kenaikan inflasi wah ko bisa bisa dong  paparin ya biar kalian ga penasaran thread transformasi bri,hai all kembali lagi bersama bri dengan judul bisnis umkm tetap tumbuh di tengah kenaikan inflasi wah ko bisa bisa dong paparin ya biar kalian ga penasaran thread transformasi bri,"['hai', 'all', 'kembali', 'lagi', 'bersama', 'bri', 'dengan', 'judul', 'bisnis', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi', 'wah', 'ko', 'bisa', 'bisa', 'dong', 'paparin', 'ya', 'biar', 'kalian', 'ga', 'penasaran', 'thread', 'transformasi', 'bri']",<FreqDist with 28 samples and 30 outcomes>,"['all', 'bri', 'judul', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'paparin', 'penasaran', 'thread', 'transformasi', 'bri']","['all', 'bri', 'judul', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi', 'paparin', 'penasaran', 'thread', 'transformasi', 'bri']","['all', 'bri', 'judul', 'bisnis', 'umkm', 'tumbuh', 'naik', 'inflasi', 'paparin', 'penasaran', 'thread', 'transformasi', 'bri']"
perilaku masyarakat seringkali prediksi inflasi ekspetasi,negatif,perilaku masyarakat seringkali prediksi inflasi ekspetasi,perilaku masyarakat seringkali prediksi inflasi ekspetasi,"['perilaku', 'masyarakat', 'seringkali', 'prediksi', 'inflasi', 'ekspetasi']",<FreqDist with 6 samples and 6 outcomes>,"['perilaku', 'masyarakat', 'seringkali', 'prediksi', 'inflasi', 'ekspetasi']","['perilaku', 'masyarakat', 'seringkali', 'prediksi', 'inflasi', 'ekspetasi']","['perilaku', 'masyarakat', 'seringkali', 'prediksi', 'inflasi', 'ekspetasi']"
tanggap hadap inflasi,negatif,tanggap hadap inflasi,tanggap hadap inflasi,"['tanggap', 'hadap', 'inflasi']",<FreqDist with 3 samples and 3 outcomes>,"['tanggap', 'hadap', 'inflasi']","['tanggap', 'hadap', 'inflasi']","['tanggap', 'hadap', 'inflasi']"
kelebihan bayar kalau tidak ketahuan kemana dananya ya,negatif,kelebihan bayar kalau tidak ketahuan kemana dananya ya,kelebihan bayar kalau tidak ketahuan kemana dananya ya,"['kelebihan', 'bayar', 'kalau', 'tidak', 'ketahuan', 'kemana', 'dananya', 'ya']",<FreqDist with 8 samples and 8 outcomes>,"['kelebihan', 'bayar', 'ketahuan', 'kemana', 'dananya']","['kelebihan', 'bayar', 'ketahuan', 'kemana', 'dananya']","['lebih', 'bayar', 'tahu', 'mana', 'dana']"
saya tak fikir brim krim itu bagus untuk jangka panjang sebab dia tidak membina ekonomii,netral,saya tak fikir brim krim itu bagus untuk jangka panjang sebab dia tidak membina ekonomii,saya tak fikir brim krim itu bagus untuk jangka panjang sebab dia tidak membina ekonomii,"['saya', 'tak', 'fikir', 'brim', 'krim', 'itu', 'bagus', 'untuk', 'jangka', 'panjang', 'sebab', 'dia', 'tidak', 'membina', 'ekonomii']",<FreqDist with 15 samples and 15 outcomes>,"['fikir', 'brim', 'krim', 'bagus', 'jangka', 'membina', 'ekonomii']","['fikir', 'brim', 'krim', 'bagus', 'jangka', 'membina', 'ekonomii']","['fikir', 'brim', 'krim', 'bagus', 'jangka', 'bina', 'ekonomi']"
punya deposito di bank bunga tahunkena adminflasicukup join investas kuliner bagi hasil bulanan setara bulan mau join,netral,punya deposito di bank bunga tahunkena adminflasicukup join investas kuliner bagi hasil bulanan setara bulan mau join,punya deposito di bank bunga tahunkena adminflasicukup join investas kuliner bagi hasil bulanan setara bulan mau join,"['punya', 'deposito', 'di', 'bank', 'bunga', 'tahunkena', 'adminflasicukup', 'join', 'investas', 'kuliner', 'bagi', 'hasil', 'bulanan', 'setara', 'bulan', 'mau', 'join']",<FreqDist with 16 samples and 17 outcomes>,"['deposito', 'bank', 'bunga', 'tahunkena', 'adminflasicukup', 'join', 'investas', 'kuliner', 'hasil', 'bulanan', 'setara', 'join']","['deposito', 'bank', 'bunga', 'tahunkena', 'adminflasicukup', 'join', 'investas', 'kuliner', 'hasil', 'bulanan', 'setara', 'join']","['deposito', 'bank', 'bunga', 'tahunkena', 'adminflasicukup', 'join', 'investas', 'kuliner', 'hasil', 'bulan', 'tara', 'join']"
minshine ada catatan buat belajar snbt lagi gak pasti ada dong sob tenang aja caper balik lagi buat bantu sobe,netral,minshine ada catatan buat belajar snbt lagi gak pasti ada dong sob tenang aja caper balik lagi buat bantu sobe,minshine ada catatan buat belajar snbt lagi gak pasti ada dong sob tenang aja caper balik lagi buat bantu sobe,"['minshine', 'ada', 'catatan', 'buat', 'belajar', 'snbt', 'lagi', 'gak', 'pasti', 'ada', 'dong', 'sob', 'tenang', 'aja', 'caper', 'balik', 'lagi', 'buat', 'bantu', 'sobe']",<FreqDist with 17 samples and 20 outcomes>,"['minshine', 'catatan', 'belajar', 'snbt', 'sob', 'tenang', 'caper', 'bantu', 'sobe']","['minshine', 'catatan', 'belajar', 'snbt', 'sob', 'tenang', 'caper', 'bantu', 'sobe']","['minshine', 'catat', 'ajar', 'snbt', 'sob', 'tenang', 'caper', 'bantu', 'sobe']"
kendati demikian indeks bisnis umkm pada kuartal iii ini mengalami penurunan dibandingkan kuartal sebelumnya dengan skor,netral,kendati demikian indeks bisnis umkm pada kuartal iii ini mengalami penurunan dibandingkan kuartal sebelumnya dengan skor,kendati demikian indeks bisnis umkm pada kuartal iii ini mengalami penurunan dibandingkan kuartal sebelumnya dengan skor,"['kendati', 'demikian', 'indeks', 'bisnis', 'umkm', 'pada', 'kuartal', 'iii', 'ini', 'mengalami', 'penurunan', 'dibandingkan', 'kuartal', 'sebelumnya', 'dengan', 'skor']",<FreqDist with 15 samples and 16 outcomes>,"['kendati', 'indeks', 'bisnis', 'umkm', 'kuartal', 'mengalami', 'penurunan', 'dibandingkan', 'kuartal', 'skor']","['kendati', 'indeks', 'bisnis', 'umkm', 'kuartal', 'mengalami', 'penurunan', 'dibandingkan', 'kuartal', 'skor']","['kendati', 'indeks', 'bisnis', 'umkm', 'kuartal', 'alami', 'turun', 'banding', 'kuartal', 'skor']"
sobat rebahaners kita kepoin yuk komitmen bri untuk memajukan umkm bisnis umkm tetap tumbuh di tengah kenaikan inflasi,netral,sobat rebahaners kita kepoin yuk komitmen bri untuk memajukan umkm bisnis umkm tetap tumbuh di tengah kenaikan inflasi,sobat rebahaners kita kepoin yuk komitmen bri untuk memajukan umkm bisnis umkm tetap tumbuh di tengah kenaikan inflasi,"['sobat', 'rebahaners', 'kita', 'kepoin', 'yuk', 'komitmen', 'bri', 'untuk', 'memajukan', 'umkm', 'bisnis', 'umkm', 'tetap', 'tumbuh', 'di', 'tengah', 'kenaikan', 'inflasi']",<FreqDist with 17 samples and 18 outcomes>,"['sobat', 'rebahaners', 'kepoin', 'komitmen', 'bri', 'memajukan', 'umkm', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi']","['sobat', 'rebahaners', 'kepoin', 'komitmen', 'bri', 'memajukan', 'umkm', 'bisnis', 'umkm', 'tumbuh', 'kenaikan', 'inflasi']","['sobat', 'rebahaners', 'poin', 'komitmen', 'bri', 'maju', 'umkm', 'bisnis', 'umkm', 'tumbuh', 'naik', 'inflasi']"
xl axiata buku kerja cemerlang periode kuartal tiga dampak signifikan naik harga,netral,xl axiata buku kerja cemerlang periode kuartal tiga dampak signifikan naik harga,xl axiata buku kerja cemerlang periode kuartal tiga dampak signifikan naik harga,"['xl', 'axiata', 'buku', 'kerja', 'cemerlang', 'periode', 'kuartal', 'tiga', 'dampak', 'signifikan', 'naik', 'harga']",<FreqDist with 12 samples and 12 outcomes>,"['xl', 'axiata', 'buku', 'kerja', 'cemerlang', 'periode', 'kuartal', 'dampak', 'signifikan', 'harga']","['xl', 'axiata', 'buku', 'kerja', 'cemerlang', 'periode', 'kuartal', 'dampak', 'signifikan', 'harga']","['xl', 'axiata', 'buku', 'kerja', 'cemerlang', 'periode', 'kuartal', 'dampak', 'signifikan', 'harga']"
iyahhh dari sebelum nikah sdh ada pembahasan karena sadar diri kalau diri,netral,iyahhh dari sebelum nikah sdh ada pembahasan karena sadar diri kalau diri,iyahhh dari sebelum nikah sdh ada pembahasan karena sadar diri kalau diri,"['iyahhh', 'dari', 'sebelum', 'nikah', 'sdh', 'ada', 'pembahasan', 'karena', 'sadar', 'diri', 'kalau', 'diri']",<FreqDist with 11 samples and 12 outcomes>,"['iyahhh', 'nikah', 'pembahasan', 'sadar']","['iyahhh', 'nikah', 'pembahasan', 'sadar']","['iyahhh', 'nikah', 'bahas', 'sadar']"
jelas rinci berita ini,netral,jelas rinci berita ini,jelas rinci berita ini,"['jelas', 'rinci', 'berita', 'ini']",<FreqDist with 4 samples and 4 outcomes>,"['rinci', 'berita']","['rinci', 'berita']","['rinci', 'berita']"
indikator stabilitas sobatrupiah berikut perkembangan indikator stabilitas nilai rupiah per november,netral,indikator stabilitas sobatrupiah berikut perkembangan indikator stabilitas nilai rupiah per november,indikator stabilitas sobatrupiah berikut perkembangan indikator stabilitas nilai rupiah per november,"['indikator', 'stabilitas', 'sobatrupiah', 'berikut', 'perkembangan', 'indikator', 'stabilitas', 'nilai', 'rupiah', 'per', 'november']",<FreqDist with 9 samples and 11 outcomes>,"['indikator', 'stabilitas', 'sobatrupiah', 'perkembangan', 'indikator', 'stabilitas', 'nilai', 'rupiah', 'november']","['indikator', 'stabilitas', 'sobatrupiah', 'perkembangan', 'indikator', 'stabilitas', 'nilai', 'rupiah', 'november']","['indikator', 'stabilitas', 'sobatrupiah', 'kembang', 'indikator', 'stabilitas', 'nilai', 'rupiah', 'november']"
pemerintah kota palangkaraya setiap minggu laporkan perkembangan inflasi ke pemerintah pusat,netral,pemerintah kota palangkaraya setiap minggu laporkan perkembangan inflasi ke pemerintah pusat,pemerintah kota palangkaraya setiap minggu laporkan perkembangan inflasi ke pemerintah pusat,"['pemerintah', 'kota', 'palangkaraya', 'setiap', 'minggu', 'laporkan', 'perkembangan', 'inflasi', 'ke', 'pemerintah', 'pusat']",<FreqDist with 10 samples and 11 outcomes>,"['pemerintah', 'kota', 'palangkaraya', 'minggu', 'laporkan', 'perkembangan', 'inflasi', 'pemerintah', 'pusat']","['pemerintah', 'kota', 'palangkaraya', 'minggu', 'laporkan', 'perkembangan', 'inflasi', 'pemerintah', 'pusat']","['perintah', 'kota', 'palangkaraya', 'minggu', 'lapor', 'kembang', 'inflasi', 'perintah', 'pusat']"
